"","species","read_length","species_sensitivity","species_specificity","species_accuracy","species_precision","genus_sensitivity","genus_specificity","genus_accuracy","genus_precision"
"103","Capnocytophaga leadbetteri","75",75.1633328968101,99.9997927704218,99.8160852817098,99.8405736174451,97.457174094128,99.9997392877583,99.9442208906834,96.1471670946089
"104","Capnocytophaga leadbetteri","150",91.4896830894835,99.9998582313066,99.9282595630295,99.8030900645449,99.7123128175803,99.999576844954,99.994601550795,93.0560946848369
"105","Capnocytophaga leadbetteri","300",96.4111991564733,99.9998747540086,99.9648353660311,99.746376426932,99.8764153585924,99.9996157183841,99.994878165618,94.2671446806667
"106","Capnocytophaga sputigena","75",86.3042043463009,99.9978863841117,99.9350332086146,96.5791765686372,97.5054181484403,99.9998637223431,99.9458276987411,98.3182210738134
"107","Capnocytophaga sputigena","150",95.7744289200485,99.9990506012872,99.988763300542,97.120704426845,99.6638809483294,99.9997098616267,99.9949246317601,96.9678531894578
"108","Capnocytophaga sputigena","300",98.6611607172575,99.9985429217815,99.9908982910533,97.385989825624,99.8837397636192,99.9996241210119,99.995127389208,96.9018460377461
"109","Cardiobacterium hominis","75",96.4969835370292,99.9703049961508,99.9494794552407,78.7887964026183,66.4142249176176,99.9999233654959,99.4138163960783,99.9917019967436
"110","Cardiobacterium hominis","150",99.0670545381635,99.9605757583082,99.9556714707553,77.1673007349692,80.7296499913002,99.999744259229,99.6628484632042,99.979857391858
"111","Cardiobacterium hominis","300",99.8247198237862,99.9607237808237,99.959298805888,77.2296385412353,86.0029142530773,99.9998280083843,99.7559603907007,99.9886188324349
"112","Cardiobacterium valvarum","75",0,100,98.9531321830833,100,66.4142249176176,99.9999233654959,99.4138163960783,99.9917019967436
"113","Cardiobacterium valvarum","150",0,100,98.952974131985,100,80.7296499913002,99.999744259229,99.6628484632042,99.979857391858
"114","Cardiobacterium valvarum","300",0,100,98.9533475123916,100,86.0029142530773,99.9998280083843,99.7559603907007,99.9886188324349
"115","Chromobacterium violaceum","75",87.8941055304731,99.9999798104198,99.917786264152,99.9955708116488,96.9648901129279,99.9994332135929,99.9789447043578,99.8769566437258
"116","Chromobacterium violaceum","150",96.939277204269,99.9999898348726,99.9789615433409,99.9990567372542,99.4637498770048,99.9996252767185,99.9959991893823,99.9270728677901
"117","Chromobacterium violaceum","300",98.8721081722006,99.9999476200984,99.9925742680144,99.9929965582716,99.7670733795822,99.9992254368797,99.9975594401417,99.8625083292098
"118","Citrobacter freundii","75",2.61296071536237,99.999201549266,99.0800860836546,96.3174965055843,89.3047278968822,99.9975214513761,99.8223478431448,99.821893924934
"119","Citrobacter freundii","150",4.3108482910807,99.9991496358538,99.095110674845,97.7272056278378,94.2492821130373,99.9979096156969,99.9039961423132,99.8639419101282
"120","Citrobacter freundii","300",9.79114439500242,99.9982962883038,99.1446746478924,97.9845252393458,95.7470186858824,99.9962622173124,99.9267573623361,99.7654423417721
"121","Citrobacter koseri","75",38.5578433025224,99.9998810941994,99.573604327543,99.9574995351669,89.3047278968822,99.9975214513761,99.8223478431448,99.821893924934
"122","Citrobacter koseri","150",60.0363438491391,99.9997792857759,99.7222784607407,99.9539461289178,94.2492821130373,99.9979096156969,99.9039961423132,99.8639419101282
"123","Citrobacter koseri","300",77.327650070323,99.999438870266,99.8414662280017,99.8783334459898,95.7470186858824,99.9962622173124,99.9267573623361,99.7654423417721
"124","Clostridioides difficile","75",82.3521116114084,99.9992105383339,99.6126672433687,99.88012759362,91.2350663966651,99.9989190702055,99.8076284447499,99.8373609614434
"125","Clostridioides difficile","150",92.2687782445851,99.9982237132855,99.9739834137169,99.0023696265336,95.662652275736,99.9977542037299,99.9850044997548,98.8843247936729
"126","Clostridioides difficile","300",95.707699001804,99.998023660239,99.9060986089081,99.6999591613798,97.2574062799206,99.9978449949689,99.9390209597031,99.6756767162045
"127","Clostridium botulinum","75",74.3193284394647,99.9966017698817,99.8749433713259,99.0059308551303,93.5832430451256,99.9973738804071,99.8423919038046,99.8934733290567
"128","Clostridium botulinum","150",90.3905932495486,99.9760346706387,99.8912303957917,97.9942042992655,97.9970498150413,99.9977193953089,99.9168367931293,99.926794635988
"129","Clostridium botulinum","300",96.0510293459967,99.9893906247559,99.9708005834532,97.6397173696918,99.4802973616928,99.9986702596801,99.9873678757733,99.9489987084441
"130","Clostridium perfringens","75",36.2274169012686,99.999748781212,99.6772962886809,99.7483643683946,91.7952292327256,99.9986273871284,99.8965338484816,99.8728721511956
"131","Clostridium perfringens","150",53.3334036775982,99.9994949872434,99.6174354517587,99.8840176293203,96.4165969376369,99.997967438719,99.9532234773821,99.8291740129889
"132","Clostridium perfringens","300",67.3750824768185,99.9994289849325,99.8345639645547,99.6915311273135,97.8957561685061,99.998743403532,99.9785695642294,99.8620992745875
"133","Clostridium tetani","75",91.0895963242534,99.9998994553496,99.9726852640758,99.9639834323789,94.1925403896018,99.9963826084081,99.8213766626906,99.8766302432147
"134","Clostridium tetani","150",98.4175307451169,99.9990671206679,99.9464892863334,99.9724433557869,98.8566748915171,99.997787382994,99.8902729747848,99.9784874528068
"135","Clostridium tetani","300",99.7290890619709,99.9996884058949,99.9988609817923,99.8982360922659,99.7523219814241,99.9981850675902,99.9907843072284,99.941409615716
"136","Corynebacterium jeikeium","75",92.0663613862585,99.9993551798382,99.9066408926743,99.9286120429581,94.0305572520783,99.984400368773,99.6696224337072,99.6504826410193
"137","Corynebacterium jeikeium","150",93.8357195054229,99.9993063472955,99.9276750839713,99.9082101756056,97.7278646118037,99.9792282688349,99.8606128923086,99.5623318004618
"138","Corynebacterium jeikeium","300",94.9897232844048,99.9986793814451,99.9397616596249,99.8577126416384,98.4610609701949,99.9755160522075,99.8939986111149,99.4863028051824
"139","Corynebacterium propinquum","75",84.3854114131576,99.9776275692838,99.8451412505105,93.9876062606989,94.0305572520783,99.984400368773,99.6696224337072,99.6504826410193
"140","Corynebacterium propinquum","150",90.7351410427562,99.9704465406085,99.8880467624292,92.7660164836857,97.7278646118037,99.9792282688349,99.8606128923086,99.5623318004618
"141","Corynebacterium propinquum","300",91.1786183600569,99.9706523306265,99.8966358263005,92.779794610141,98.4610609701949,99.9755160522075,99.8939986111149,99.4863028051824
"142","Corynebacterium pseudodiphtheriticum","75",68.9160836118287,99.969698870964,99.8790083658342,88.0997465321965,94.0305572520783,99.984400368773,99.6696224337072,99.6504826410193
"143","Corynebacterium pseudodiphtheriticum","150",82.0201156864355,99.9619410198701,99.9092232757434,87.5923184996037,97.7278646118037,99.9792282688349,99.8606128923086,99.5623318004618
"144","Corynebacterium pseudodiphtheriticum","300",84.6661582229924,99.9589346162623,99.9147433866251,86.8876081743509,98.4610609701949,99.9755160522075,99.8939986111149,99.4863028051824
"145","Corynebacterium pseudotuberculosis","75",97.3749831346599,99.9964484398417,99.9654310173727,99.5605966572183,94.0305572520783,99.984400368773,99.6696224337072,99.6504826410193
"146","Corynebacterium pseudotuberculosis","150",98.9946611812108,99.9979318775183,99.986512980146,99.7219318743582,97.7278646118037,99.9792282688349,99.8606128923086,99.5623318004618
"147","Corynebacterium pseudotuberculosis","300",99.5085855331516,99.9988762077532,99.9923853714696,99.8436006557772,98.4610609701949,99.9755160522075,99.8939986111149,99.4863028051824
"148","Corynebacterium striatum","75",88.812600277115,99.9989081507443,99.9359531153902,99.6723510108036,95.0675128623961,99.9872532468152,99.7316583731759,99.7094835024789
"149","Corynebacterium striatum","150",93.8269068651459,99.9984281886107,99.9621908707678,99.558830839357,98.1611228680926,99.9830373336432,99.8878690284073,99.6241662718131
"150","Corynebacterium striatum","300",95.8136421193777,99.9977883597791,99.9744392665894,99.3561850363427,98.762820789073,99.9799460076756,99.9145983156551,99.5701093697914
"151","Corynebacterium ulcerans","75",87.4891143214219,99.9995858313105,99.8769850405573,99.913086139206,94.0305572520783,99.984400368773,99.6696224337072,99.6504826410193
"152","Corynebacterium ulcerans","150",95.3482322025096,99.9996288972228,99.9557649160599,99.8164598179392,97.7278646118037,99.9792282688349,99.8606128923086,99.5623318004618
"153","Corynebacterium ulcerans","300",97.346634631197,99.9993235621514,99.9741622875762,99.7601062870399,98.4610609701949,99.9755160522075,99.8939986111149,99.4863028051824
"154","Cronobacter sakazakii","75",75.9809929159987,99.9998469755129,99.6730878562137,99.9555437054193,93.9635246520201,99.9994749099002,99.9181289639843,99.8476488174385
"155","Cronobacter sakazakii","150",90.2654151934385,99.9998116896483,99.8634019141062,99.9686286262493,97.4665271896049,99.9995546115303,99.9647744166633,99.9292623169556
"156","Cronobacter sakazakii","300",95.1705271796128,99.9997714011798,99.932867488476,99.9429680756117,98.2170185600544,99.9994198841936,99.9746759159491,99.8664717606757
"157","Delftia acidovorans","75",32.981864254072,99.9999143537024,99.2438673934249,99.9796400149152,94.9483112001164,99.9996409738828,99.9441275932115,99.961290789817
"158","Delftia acidovorans","150",54.2859211240341,99.9998294708826,99.4822663039875,99.9582258132211,98.2756034060602,99.9995228054946,99.9789546587043,99.9284844931478
"159","Delftia acidovorans","300",71.5255182293152,99.9998759565253,99.682030503656,99.9884523953922,98.713556024575,99.9993651581666,99.9844656775386,99.9192936607593
"160","Dialister pneumosintes","75",96.9078902168911,99.9999872716081,99.9803893090096,99.9988382359775,97.0586938022741,99.9999112916443,99.9811943722117,99.98568568143
"161","Dialister pneumosintes","150",99.7051321522472,99.9999873841932,99.9982011947832,99.996743519604,99.7182335481444,99.9998481335285,99.9981383351751,99.9723240047968
"162","Dialister pneumosintes","300",99.9465835678637,99.9999606118797,99.9996359796206,99.994756243558,99.9517979965005,99.9996990563177,99.999401963935,99.9436976334188
"163","Dolosigranulum pigrum","75",97.9882598321314,99.9999153321209,99.9793424425748,99.9793883513931,97.9882598321314,99.9999153321209,99.9793424425748,99.9793883513931
"164","Dolosigranulum pigrum","150",99.4940442976487,99.9999147642836,99.9946413870892,99.9846014169828,99.4940442976487,99.9999147642836,99.9946413870892,99.9846014169828
"165","Dolosigranulum pigrum","300",99.7428344827577,99.9998601962745,99.9965570811075,99.9702652289684,99.7428344827577,99.9998601962745,99.9965570811075,99.9702652289684
"166","Eikenella corrodens","75",91.6641219421985,99.998644598733,99.9271490774832,99.3587545228396,94.7738067111764,99.9976839804794,99.9532368984198,99.0535067182547
"167","Eikenella corrodens","150",97.8209880696355,99.9986591613664,99.976697504807,99.8107182833692,98.3410447781058,99.9977400616788,99.9809996627413,99.6548596336065
"168","Eikenella corrodens","300",99.3613339005276,99.9986337241074,99.9926152697351,99.5132616978556,99.4617815963815,99.9976153382485,99.9925785098905,99.151944692131
"169","Elizabethkingia anophelis","75",35.3650793650794,99.999497620227,99.8464353607641,99.4051160023795,90.8994708994709,99.998995240454,99.9774464465874,99.5365005793743
"170","Elizabethkingia anophelis","150",53.439454235361,99.9947794624051,99.9127101445644,94.758064516129,94.712905059693,99.9939763027751,99.9846666499637,96.5237543453071
"171","Elizabethkingia anophelis","300",66.9736842105263,99.9998962286374,99.9219410789731,99.934554973822,95.7456140350877,99.9998962286374,99.9898544107949,99.9542124542125
"172","Enterobacter cloacae","75",65.6902903775304,99.9997325632581,97.8300103817186,99.9939698007622,88.2739769441033,99.9977000440201,99.2562941673982,99.9614204453696
"173","Enterobacter cloacae","150",82.4540287529254,99.9992882033949,99.736473614308,99.94326471065,94.0822467402207,99.9964410169743,99.9078509027607,99.7518610421836
"174","Enterobacter cloacae","300",88.24798548569,99.9995579338713,99.2552972341238,99.992591906658,95.0850754319151,99.9961319213741,99.6851006653051,99.9398718411242
"175","Enterococcus faecium","75",15.9579708957275,99.9990847240942,99.223693058452,98.674005928063,96.2952020727275,99.9981101770453,99.953440364594,99.5718256225087
"176","Enterococcus faecium","150",22.1077356343384,99.9982880981112,99.2729799611738,98.1341609149302,99.0498107625157,99.9965947404662,99.9825708596284,99.2930974823409
"177","Enterococcus faecium","300",32.2256614894221,99.9966180732476,99.3546210608434,98.2199188459318,99.4838533874101,99.995148754122,99.9888257471752,99.1133359967352
"178","Erysipelothrix rhusiopathiae","75",28.130076550959,99.9999487717554,98.488585617604,99.9770924987189,98.5785269672481,99.9998975553967,99.9697867522101,99.9865737002977
"179","Erysipelothrix rhusiopathiae","150",46.6975659641159,99.9999657354592,99.4310547779789,99.9971597364235,99.9634422900796,99.9999657354592,99.9995323676726,99.9986719787517
"180","Erysipelothrix rhusiopathiae","300",62.9846649245899,99.9999635928869,99.2262293842217,99.9989569317103,99.9986776422361,99.9999288809698,99.9998619701313,99.9934422339126
